Date,Adj Close,Close,High,Low,Open,Volume
3/1/2021,97.47957611083984,109.72000122070312,110.62000274658203,107.48999786376953,107.6500015258789,1827700
3/2/2021,98.16368103027344,110.48999786376953,111.30000305175781,109.01000213623047,109.81999969482422,1337300
3/3/2021,99.57777404785156,111.26000213623047,112.68000030517578,109.5199966430664,109.93000030517578,2045800
3/4/2021,97.86832427978516,109.3499984741211,112.41999816894531,107.94000244140625,111.5199966430664,2241000
3/5/2021,99.89999389648438,111.62000274658203,112.33000183105469,109.48999786376953,110.4000015258789,2158300
3/8/2021,101.38568878173828,113.27999877929688,116.68000030517578,112.13999938964844,112.72000122070312,2971400
3/9/2021,99.87311553955078,111.58999633789062,112.81999969482422,111.04000091552734,112.31999969482422,2272700
3/10/2021,101.77055358886719,113.70999908447266,113.75,110.9000015258789,111.69000244140625,3212200
3/11/2021,101.81529235839844,113.76000213623047,114.91999816894531,112.77999877929688,112.9800033569336,2330100
3/12/2021,103.58737182617188,115.73999786376953,115.81999969482422,114.6500015258789,115,1698400
3/15/2021,104.95671844482422,117.2699966430664,117.30000305175781,115.5999984741211,115.68000030517578,2110100
3/16/2021,103.6768798828125,115.83999633789062,117.01000213623047,115.04000091552734,116.5999984741211,3758600
3/17/2021,103.6768798828125,115.83999633789062,116.5199966430664,114.61000061035156,116.5199966430664,2179800
3/18/2021,103.85587310791016,116.04000091552734,117.80000305175781,115.52999877929688,116.5,3051400
3/19/2021,101.34988403320312,113.23999786376953,115.86000061035156,113.0199966430664,115.31999969482422,8756500
3/22/2021,100.45488739013672,112.23999786376953,112.8499984741211,111.12999725341797,112.1500015258789,2714100
3/23/2021,100.11478424072266,111.86000061035156,112.83999633789062,111.47000122070312,111.7699966430664,1801800
3/24/2021,101.00083923339844,112.8499984741211,113.56999969482422,112.16999816894531,112.47000122070312,2653400
3/25/2021,102.66554260253906,114.70999908447266,114.77999877929688,112.8499984741211,113.69000244140625,1560700
3/26/2021,103.84693145751953,116.02999877929688,116.1500015258789,114.58000183105469,114.94999694824219,1459300
3/29/2021,104.53610229492188,116.80000305175781,117.26000213623047,115.72000122070312,116.05000305175781,2648100
3/30/2021,104.81353759765625,117.11000061035156,118.05000305175781,116.79000091552734,117.5,1531700
3/31/2021,102.8355712890625,114.9000015258789,117.0999984741211,114.80000305175781,116.61000061035156,2111500
4/1/2021,103.84693145751953,116.02999877929688,116.30999755859375,114.37999725341797,114.58999633789062,2293000
4/5/2021,105.15363311767578,117.48999786376953,117.61000061035156,116.55000305175781,116.79000091552734,1266700
4/6/2021,105.45792388916016,117.83000183105469,118.30000305175781,117.12999725341797,117.77999877929688,1439000
4/7/2021,104.16018676757812,116.37999725341797,117.8499984741211,115.69999694824219,117.80999755859375,1891600
4/8/2021,104.75984191894531,117.05000305175781,117.37000274658203,115.87000274658203,116,1516000
4/9/2021,104.80459594726562,117.0999984741211,118.19000244140625,116.6500015258789,117.69000244140625,1630700
4/12/2021,106.8272933959961,119.36000061035156,119.62000274658203,117.41999816894531,117.52999877929688,1894000
4/13/2021,106.67512512207031,119.19000244140625,119.91999816894531,118.29000091552734,118.52999877929688,1720900
4/14/2021,107.77597045898438,120.41999816894531,120.47000122070312,119.12000274658203,119.36000061035156,1683000
4/15/2021,108.82313537597656,121.58999633789062,121.62999725341797,119.77999877929688,120.38999938964844,1792800
4/16/2021,109.36908721923828,122.19999694824219,122.70999908447266,121.75,122,1856200
4/19/2021,109.94187927246094,122.83999633789062,122.95999908447266,121.33999633789062,122.52999877929688,1169600
4/20/2021,109.96873474121094,122.87000274658203,123.56999969482422,122.25,122.69999694824219,1759200
4/21/2021,110.89058685302734,123.9000015258789,124.23999786376953,123.19000244140625,123.2300033569336,1032800
4/22/2021,110.6758041381836,123.66000366210938,124.11000061035156,122.93000030517578,123.25,1159700
4/23/2021,111.91983795166016,125.05000305175781,125.2699966430664,123.69000244140625,124.08999633789062,1181800
4/26/2021,112.14361572265625,125.30000305175781,126.2699966430664,125.08999633789062,125.25,1537200
4/27/2021,112.62689971923828,125.83999633789062,125.91999816894531,125.06999969482422,125.29000091552734,1360200
4/28/2021,112.18834686279297,125.3499984741211,126.87999725341797,125.12000274658203,126.43000030517578,1600100
4/29/2021,114.44375610351562,127.87000274658203,127.97000122070312,125.5199966430664,125.5199966430664,1066300
4/30/2021,113.48609161376953,126.80000305175781,128,126.38999938964844,128,1404800
5/3/2021,114.67646026611328,128.1300048828125,129.08999633789062,127.2300033569336,127.54000091552734,1575500
5/4/2021,114.41688537597656,127.83999633789062,128.57000732421875,127.41999816894531,128.25,2195600
5/5/2021,114.06782531738281,127.44999694824219,127.76000213623047,125.77999877929688,127.5199966430664,2032800
5/6/2021,118.69499969482422,132.6199951171875,132.8800048828125,128.0399932861328,128.11000061035156,2624100
5/7/2021,118.3727798461914,132.25999450683594,132.82000732421875,128.57000732421875,129.74000549316406,2104800
5/10/2021,120.36863708496094,134.49000549316406,136.17999267578125,133,133,2377400
5/11/2021,120.04645538330078,134.1300048828125,135,132.60000610351562,134.77000427246094,2307800
5/12/2021,118.81134796142578,132.75,135.7100067138672,132.63999938964844,134.9600067138672,2117000
5/13/2021,123.08051300048828,137.52000427246094,138.0800018310547,131.6199951171875,132.16000366210938,2217600
5/14/2021,124.6377944946289,139.25999450683594,139.8800048828125,137.05999755859375,137.74000549316406,2518800
5/17/2021,124.42301940917969,139.02000427246094,139.72000122070312,138.05999755859375,138.75,4020000
5/18/2021,122.73148345947266,137.1300048828125,138.86000061035156,136.94000244140625,138.27999877929688,1764800
5/19/2021,121.44265747070312,135.69000244140625,136.5500030517578,133.25,136.5500030517578,2108100
5/20/2021,121.80060577392578,136.08999633789062,136.72999572753906,134.3000030517578,135.10000610351562,1597000
5/21/2021,122.99992370605469,137.42999267578125,137.8300018310547,136.24000549316406,136.38999938964844,2741400
5/24/2021,122.82989501953125,137.24000549316406,138.32000732421875,136.9499969482422,137.4199981689453,1499200
5/25/2021,120.95934295654297,135.14999389648438,137.35000610351562,134.91000366210938,137.1300048828125,1492600
5/26/2021,121.33527374267578,135.57000732421875,140,135,135.61000061035156,3187200
5/27/2021,121.98861694335938,136.3000030517578,136.60000610351562,134.3300018310547,136.33999633789062,3993900
5/28/2021,122.26605224609375,136.61000061035156,137.61000061035156,135.6999969482422,137.1699981689453,2095500
6/1/2021,123.52803802490234,138.02000427246094,139.44000244140625,137.3800048828125,137.5800018310547,1501400
6/2/2021,123.63541412353516,138.13999938964844,138.9199981689453,137.30999755859375,138.6699981689453,1520100
6/3/2021,122.67210388183594,136.25999450683594,137.0500030517578,135.49000549316406,135.5,1993300
6/4/2021,122.64508819580078,136.22999572753906,136.57000732421875,134.7899932861328,136.00999450683594,1361700
6/7/2021,121.07859802246094,134.49000549316406,136.47999572753906,134.4499969482422,136.3300018310547,2389600
6/8/2021,121.15962219238281,134.5800018310547,134.99000549316406,133.44000244140625,134.00999450683594,1624700
6/9/2021,119.76420593261719,133.02999877929688,134.4199981689453,132.97999572753906,134.1699981689453,1256300
6/10/2021,118.30575561523438,131.41000366210938,134.25999450683594,131.32000732421875,133.5,1359700
6/11/2021,118.59382629394531,131.72999572753906,132.8300018310547,131.4199981689453,131.92999267578125,1538300
6/14/2021,117.91861724853516,130.97999572753906,131.61000061035156,129.5500030517578,131,1491300
6/15/2021,118.93594360351562,132.11000061035156,132.72999572753906,130.30999755859375,131.47000122070312,1623000
6/16/2021,117.4324722290039,130.44000244140625,131.6300048828125,129.66000366210938,130.5,1880900
6/17/2021,113.93038940429688,126.55000305175781,131,126.16999816894531,131,1953500
6/18/2021,111.67068481445312,124.04000091552734,125.75,123.81999969482422,125.22000122070312,3910600
6/21/2021,115.37982940673828,128.16000366210938,128.47000122070312,125.05999755859375,125.05999755859375,1581600
6/22/2021,115.6859359741211,128.5,129.25999450683594,127.25,128.22999572753906,1329000
6/23/2021,115.07373809814453,127.81999969482422,128.69000244140625,127.80000305175781,128.47999572753906,994600
6/24/2021,116.07304382324219,128.92999267578125,129.33999633789062,127.69999694824219,127.93000030517578,1136000
6/25/2021,117.73856353759766,130.77999877929688,131.02999877929688,128.82000732421875,129.1300048828125,1409700
6/28/2021,116.8112793,129.75,130.77999877929688,129.10000610351562,130.72999572753906,1574200
6/29/2021,116.64923858642578,129.57000732421875,130.6999969482422,129.24000549316406,129.63999938964844,1357300
6/30/2021,117.4324722290039,130.44000244140625,130.6199951171875,129.2899932861328,129.8300018310547,1206300
7/1/2021,119.54810333251953,132.7899932861328,133.69000244140625,130.57000732421875,131.00999450683594,1648500
7/2/2021,119.94424438476562,133.22999572753906,133.5,131.9600067138672,132.52000427246094,954100
7/6/2021,118.56681060791016,131.6999969482422,132.75999450683594,130.44000244140625,132.75999450683594,1991300
7/7/2021,119.8182144165039,133.08999633789062,133.39999389648438,129.92999267578125,130.9600067138672,1168600
7/8/2021,117.3964614868164,130.39999389648438,132.88999938964844,129.75999450683594,132.02999877929688,1650800
7/9/2021,120.1603012084961,133.47000122070312,133.77000427246094,131.82000732421875,132.3699951171875,1189700
7/12/2021,121.1506576538086,134.57000732421875,134.8300018310547,132.25,133.1199951171875,1478500
7/13/2021,119.08897399902344,132.27999877929688,134.57000732421875,132.08999633789062,134.57000732421875,1126000
7/14/2021,118.5578384399414,131.69000244140625,133.22000122070312,130.61000061035156,132.8300018310547,1317300
7/15/2021,117.47749328613281,130.49000549316406,130.7899932861328,125.04000091552734,128.82000732421875,2880800
7/16/2021,117.44148254394531,130.4499969482422,131.3699951171875,129.97000122070312,130.41000366210938,1631500
7/19/2021,114.77664947509766,127.48999786376953,129.50999450683594,125.93000030517578,128.88999938964844,1983900
7/20/2021,115.0827637,127.83000183105469,129.88999938964844,127.08999633789062,127.5199966430664,1918100
7/21/2021,115.94701385498047,128.7899932861328,130.27999877929688,128.5,128.5,1168800
7/22/2021,115.46085357666016,128.25,128.6999969482422,127.4000015258789,128.4600067138672,1304300
7/23/2021,116.80228424072266,129.74000549316406,130,128.55999755859375,129.19000244140625,1011800
7/26/2021,117.48648071289062,130.5,131.0399932861328,129.8000030517578,129.9499969482422,830400
7/27/2021,118.34175109863281,131.4499969482422,131.9600067138672,129.3699951171875,130,717100
7/28/2021,117.40545654296875,130.41000366210938,132.11000061035156,128.99000549316406,131.55999755859375,1083300
7/29/2021,119.3050537109375,132.52000427246094,133.05999755859375,130.5,131.5800018310547,1003800
7/30/2021,117.08136749267578,130.0500030517578,131.99000549316406,129.63999938964844,131.9499969482422,1423800
8/2/2021,116.82028198242188,129.75999450683594,132.07000732421875,129.64999389648438,130.75999450683594,1022200
8/3/2021,117.6755599975586,130.7100067138672,130.88999938964844,128.66000366210938,130.1999969482422,1674100
8/4/2021,116.07304382324219,128.92999267578125,130.66000366210938,128.92999267578125,130.02000427246094,1109100
8/5/2021,115.17277526855469,127.93000030517578,128,124.80000305175781,127.75,1941600
8/6/2021,117.77459716796875,130.82000732421875,131.5399932861328,128.57000732421875,128.57000732421875,2029200
8/9/2021,119.44908142089844,132.67999267578125,133.5500030517578,130.6199951171875,131.1699981689453,1458700
8/10/2021,120.93456268310547,134.3300018310547,134.97999572753906,132.14999389648438,132.6999969482422,1455200
8/11/2021,122.08692169189453,135.61000061035156,135.74000549316406,133.74000549316406,134.61000061035156,1105500
8/12/2021,121.76283264160156,135.25,136.75999450683594,134.9600067138672,135.9600067138672,979500
8/13/2021,121.59175872802734,135.05999755859375,136.27000427246094,134.25999450683594,135.64999389648438,846300
8/16/2021,122.9241714477539,136.5399932861328,136.6300048828125,134,134.86000061035156,984600
8/17/2021,121.29467010498047,134.72999572753906,135.39999389648438,133.69000244140625,134.11000061035156,1929700
8/18/2021,120.91654205322266,134.30999755859375,136.4600067138672,134.08999633789062,134.1999969482422,1374900
8/19/2021,120.66448974609375,134.02999877929688,134.97999572753906,132.9199981689453,133.22000122070312,1038900
8/20/2021,121.1416244506836,134.55999755859375,135.17999267578125,133.6199951171875,134.0399932861328,1353800
8/23/2021,123.63540649414062,137.3300018310547,138.77999877929688,135.00999450683594,135.3800048828125,2385700
8/24/2021,123.29328918457031,136.9499969482422,138,136.86000061035156,137.5399932861328,1227200
8/25/2021,124.12156677246094,137.8699951171875,139.4499969482422,137.33999633789062,137.41000366210938,1457500
8/26/2021,122.6360855102539,136.22000122070312,138.22999572753906,136.17999267578125,137.94000244140625,1425000
8/27/2021,123.79745483398438,137.50999450683594,137.5800018310547,136.35000610351562,136.49000549316406,1067500
8/30/2021,121.82320404052734,134.52000427246094,136.94000244140625,134.47999572753906,136.57000732421875,1155300
8/31/2021,122.51148223876953,135.27999877929688,135.8699951171875,133.4199981689453,134.19000244140625,1825500
9/1/2021,121.59681701660156,134.27000427246094,135.52000427246094,133.75,135.36000061035156,1992100
9/2/2021,121.32512664794922,133.97000122070312,135.4600067138672,133.63999938964844,134.55999755859375,1438000
9/3/2021,121.32512664794922,133.97000122070312,134.3300018310547,133.02999877929688,133.97000122070312,1405300
9/7/2021,119.06108093261719,131.47000122070312,133.91000366210938,131.39999389648438,133.75999450683594,1370700
9/8/2021,120.28363800048828,132.82000732421875,133.22000122070312,131.2100067138672,131.4600067138672,1195700
9/9/2021,119.62254333496094,132.08999633789062,134.30999755859375,132.00999450683594,132.67999267578125,1441900
9/10/2021,119.13353729248047,131.5500030517578,132.97000122070312,130.94000244140625,132.7100067138672,1311400
9/13/2021,120.69119262695312,133.27000427246094,133.49000549316406,131.9199981689453,132.64999389648438,1603600
9/14/2021,119.65879821777344,132.1300048828125,134.14999389648438,131.64999389648438,133.6699981689453,2118900
9/15/2021,119.26033782958984,131.69000244140625,133.6199951171875,131.00999450683594,132.16000366210938,1914200
9/16/2021,119.07012939453125,131.47999572753906,132.30999755859375,130.77000427246094,131.49000549316406,1515600
9/17/2021,118.66261291503906,131.02999877929688,132.07000732421875,130.16000366210938,130.72000122070312,3401200
9/20/2021,117.3585205078125,129.58999633789062,129.72999572753906,127.72000122070312,129.1199951171875,2009400
9/21/2021,117.36758422851562,129.60000610351562,131.02999877929688,129.1699981689453,130.1300048828125,1631400
9/22/2021,118.05585479736328,130.36000061035156,131.4499969482422,130.3000030517578,130.7100067138672,1476100
9/23/2021,118.46338653564453,130.80999755859375,132.3000030517578,130.66000366210938,131.0800018310547,1237000
9/24/2021,118.1826400756836,130.5,131.66000366210938,130.42999267578125,130.7899932861328,1162900
9/27/2021,118.09209442138672,130.39999389648438,131.99000549316406,130.3699951171875,131.02999877929688,1156100
9/28/2021,115.90956115722656,127.98999786376953,131.22999572753906,127.7699966430664,130.3800048828125,1453600
9/29/2021,117.12307739257812,129.3300018310547,130.11000061035156,128.02999877929688,128.02999877929688,908600
9/30/2021,115.29373168945312,127.30999755859375,130.3699951171875,127.25,129.97000122070312,1463500
10/1/2021,115.6650391,127.72000122070312,128.9499969482422,126.5199966430664,127.5,1553200
10/4/2021,114.6598129272461,126.61000061035156,129.3300018310547,126.4000015258789,127.76000213623047,1539600
10/5/2021,116.03634643554688,128.1300048828125,128.88999938964844,125.88999938964844,126.83000183105469,1864200
10/6/2021,115.45674133300781,127.48999786376953,128,125.79000091552734,127.33999633789062,1247200
10/7/2021,115.3208999633789,127.33999633789062,129.3000030517578,127.18000030517578,128.1300048828125,1309500
10/8/2021,114.90431213378906,126.87999725341797,127.93000030517578,126.33999633789062,127.54000091552734,970000
10/11/2021,115.88238525390625,127.95999908447266,130.05999755859375,127.44999694824219,127.44999694824219,1265000
10/12/2021,114.8409194946289,126.80999755859375,128.85000610351562,126.51000213623047,128.13999938964844,1443900
10/13/2021,113.83570098876953,125.69999694824219,126.80999755859375,124.19999694824219,126.72000122070312,1277100
10/14/2021,114.8409194946289,126.80999755859375,126.91000366210938,125.19999694824219,126.26000213623047,1358200
10/15/2021,114.79564666748047,126.76000213623047,128.0500030517578,126.38999938964844,127.41999816894531,1378100
10/18/2021,114.15265655517578,126.05000305175781,126.6500015258789,125.22000122070312,126.26000213623047,1057300
10/19/2021,114.56018829345703,126.5,126.7699966430664,125.27999877929688,126.58000183105469,1419100
10/20/2021,116.22650909423828,128.33999633789062,128.4600067138672,126.29000091552734,126.41999816894531,1347400
10/21/2021,114.80469512939453,126.7699966430664,128.30999755859375,125.45999908447266,128.30999755859375,1379800
10/22/2021,115.91860961914062,128,128.4600067138672,126.45999908447266,127.26000213623047,1837600
10/25/2021,116.82421112060547,129,129.17999267578125,127.79000091552734,128.35000610351562,1355600
10/26/2021,116.20840454101562,128.32000732421875,129.99000549316406,128.30999755859375,129.1199951171875,1179300
10/27/2021,113.11121368408203,124.9000015258789,128.5399932861328,124.80999755859375,128.3699951171875,1260000
10/28/2021,114.3066177368164,126.22000122070312,126.41000366210938,124.81999969482422,125.30000305175781,1418400
10/29/2021,111.99730682373047,123.66999816894531,126.18000030517578,122.94000244140625,126.12999725341797,2162900
11/1/2021,111.85240936279297,123.51000213623047,125.08000183105469,122.66999816894531,124.18000030517578,2072200
11/2/2021,113.36477661132812,125.18000030517578,125.41000366210938,122,123.51000213623047,2097300
11/3/2021,114.2160415649414,126.12000274658203,127.83999633789062,125,125.18000030517578,1693000
11/4/2021,106.04742431640625,117.0999984741211,121.94000244140625,115.18000030517578,121,4434500
11/5/2021,106.10176086425781,117.16000366210938,118.80000305175781,114.6500015258789,117.75,2580200
11/8/2021,106.01118469238281,117.05999755859375,118.48999786376953,116.37999725341797,118,1610500
11/9/2021,104.31768035888672,115.19000244140625,117.81999969482422,115.06999969482422,116.30999755859375,1558000
11/10/2021,103.33963775634766,114.11000061035156,115.62000274658203,113.91000366210938,114.08000183105469,2113700
11/11/2021,103.83771514892578,114.66000366210938,115.08999633789062,112.7699966430664,114.12000274658203,1534500
11/12/2021,103.88299560546875,114.70999908447266,115.94999694824219,114.37999725341797,114.63999938964844,2372900
11/15/2021,103.96451568603516,114.80000305175781,115.44000244140625,114.43000030517578,115.1500015258789,1774100
11/16/2021,104.46258544921875,115.3499984741211,116.66000366210938,114.69999694824219,115.2300033569336,3627700
11/17/2021,102.54269409179688,113.2300033569336,115.2699966430664,113.16000366210938,115.06999969482422,2592700
11/18/2021,102.38872528076172,113.05999755859375,113.76000213623047,111.48999786376953,113.37999725341797,2445300
11/19/2021,101.37444305419922,111.94000244140625,113.61000061035156,111.86000061035156,112.77999877929688,2084100
11/22/2021,102.83248138427734,113.55000305175781,114.18000030517578,111.51000213623047,112.25,2216400
11/23/2021,104.05504608154297,114.9000015258789,115.81999969482422,112.12999725341797,112.31999969482422,3013000
11/24/2021,103.87393188476562,114.69999694824219,115.88999938964844,114.4000015258789,115.1500015258789,2676600
11/26/2021,104.2542953491211,115.12000274658203,115.4800033569336,111.30000305175781,111.91999816894531,1929900
11/29/2021,103.18721771240234,113.13999938964844,114.66999816894531,112.41999816894531,114.4800033569336,2656200
11/30/2021,99.15603637695312,108.72000122070312,112.30000305175781,108.19999694824219,112.0999984741211,8377100
12/1/2021,97.70591735839844,107.12999725341797,111.12000274658203,107.12000274658203,109.61000061035156,2690200
12/2/2021,100.0315933227539,109.68000030517578,110.6500015258789,107.55999755859375,108.23999786376953,2201400
12/3/2021,98.79123688,108.31999969482422,110.80999755859375,107.7300033569336,109.7699966430664,2814700
12/6/2021,100.12278747558594,109.77999877929688,111.51000213623047,109.25,109.52999877929688,2334700
12/7/2021,100.5423355102539,110.23999786376953,110.98999786376953,108.97000122070312,109.76000213623047,2660100
12/8/2021,99.42965698242188,109.0199966430664,110.4800033569336,108.20999908447266,110.1500015258789,2176700
12/9/2021,98.19841766357422,107.66999816894531,108.44000244140625,106.11000061035156,106.4800033569336,2155600
12/10/2021,98.51761627197266,108.0199966430664,108.66000366210938,107.41000366210938,108.66000366210938,1392100
12/13/2021,98.68178558,108.19999694824219,108.62000274658203,106.41999816894531,107.88999938964844,1705200
12/14/2021,100.97099304199219,110.70999908447266,111.52999877929688,108.05000305175781,108.4800033569336,2208900
12/15/2021,103.53379821777344,113.5199966430664,114.01000213623047,110.55999755859375,111.19999694824219,2988000
12/16/2021,105.63146209716797,115.81999969482422,116.23999786376953,114.06999969482422,114.18000030517578,2556100
12/17/2021,104.09925079345703,114.13999938964844,115.69000244140625,113.83999633789062,115.37000274658203,4978400
12/20/2021,102.43023681640625,112.30999755859375,113.6500015258789,111.45999908447266,113.04000091552734,1979500
12/21/2021,103.35139465332031,113.31999969482422,114.81999969482422,112.9800033569336,112.9800033569336,1365000
12/22/2021,103.44261932373047,113.41999816894531,113.94999694824219,112.87999725341797,113.18000030517578,1092000
12/23/2021,104.09013366699219,114.12999725341797,115.19999694824219,113.75,114.05999755859375,1063100
12/27/2021,105.86859130859375,116.08000183105469,116.12999725341797,113.76000213623047,114.16000366210938,1116300
12/28/2021,106.78975677490234,117.08999633789062,117.44999694824219,115.91000366210938,115.91999816894531,1311100
12/29/2021,107.5740966796875,117.94999694824219,118.41999816894531,116.94999694824219,117.19000244140625,1511300
12/30/2021,107.32784271240234,117.68000030517578,118.9800033569336,117.58000183105469,118.48999786376953,1251900
12/31/2021,107.30048370361328,117.6500015258789,118.66000366210938,117.58000183105469,117.58000183105469,1144000
1/3/2022,107.8659439086914,118.2699966430664,119.70999908447266,117.37000274658203,117.75,1924600
1/4/2022,110.47434997558594,121.12999725341797,121.48999786376953,119,119.41000366210938,1878400
1/5/2022,110.3740234,121.0199966430664,123,120.9800033569336,121.79000091552734,1840100
1/6/2022,111.63262939453125,122.4000015258789,123.7699966430664,121.22000122070312,122.93000030517578,1510900
1/7/2022,114.8703384399414,125.94999694824219,126.19999694824219,122.1500015258789,122.80999755859375,2314100
1/10/2022,112.67234802246094,123.54000091552734,127.2300033569336,123.0199966430664,126.51000213623047,2672400
1/11/2022,112.9277114868164,123.81999969482422,124.69999694824219,121.8499984741211,124.36000061035156,2019000
1/12/2022,112.90036010742188,123.79000091552734,124.26000213623047,122.5,123.4000015258789,1593100
1/13/2022,113.2378158569336,124.16000366210938,125.44000244140625,123.87000274658203,124.30999755859375,1723900
